name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Arroz branco e selvagem,{},outros,fatsecret,4525,arroz branco e selvagem,112,2.17,20.64,2.12,0.5,0.507,0.13,0.41,,White and Wild Rice
Arroz branco e selvagem (sem adição de gordura no cozimento),{},outros,fatsecret,4522,arroz branco e selvagem (sem adição de gordura no cozimento),97,2.21,21,0.19,0.6,0.501,0.13,0.05,,White and Wild Rice (Fat Not Added in Cooking)
"Salsichas ""Party Pack""",{},carnes,openfoodfacts,0033589123839,"salsichas ""party pack""",321.4,12.5,1.79,28.57,0,0.875,,8.93,,&quot;Party Pack&quot; Franks
1 Dúzia de ovos frescos da fazenda,{Spartan},carnes,openfoodfacts,0011213019062,1 dúzia de ovos frescos da fazenda,276,24,0,20,0,0,,6,,1 Dozen Farm Fresh Eggs
1 Dúzia de ovos frescos da fazenda (Spartan),{Spartan},carnes,openfoodfacts,0011213410104,1 dúzia de ovos frescos da fazenda (spartan),217,20.2,0,15.1,0,0,,5.03,,1 Dozen Farm Fresh Eggs (Spartan)
"1 Wow!, Buquê de pirulitos","{""Family Dollar Stores Inc.""}",acucares,openfoodfacts,0032251174230,"1 wow!, buquê de pirulitos",385,0,100,0,0,,69.23,,,"1 Wow!, Lollipop Bouquet"
Leite achocolatado 1%,"{""King Soopers""}",outros,openfoodfacts,0011110505798,leite achocolatado 1%,75,3.33,13.33,1.25,0.4,,12.5,0.83,,1% Chocolate Milk
Leite desnatado 1%,"{""Roundy's Select""}",laticinios,openfoodfacts,0011150159593,leite desnatado 1%,47,3.39,5.51,1.06,0,0.057,5.08,0.64,,1% Low Fat Milk
Leite desnatado 1% (Food Lion),"{""Food Lion""}",laticinios,openfoodfacts,0035826089663,leite desnatado 1% (food lion),46,3.33,5.42,1.04,0,0.052,5,0.62,,1% Low Fat Milk (Food Lion)
Leite desnatado 1% (Hollandia Dairy),"{""Hollandia Dairy""}",laticinios,openfoodfacts,0027495013186,leite desnatado 1% (hollandia dairy),51,4.8,6.78,1.13,0,0.064,5.93,0.56,,1% Low Fat Milk (Hollandia Dairy)
Leite achocolatado desnatado 1%,"{""Mountain Dairy""}",laticinios,openfoodfacts,0011110505835,leite achocolatado desnatado 1%,75,3.33,13.33,1.25,0.4,0.083,12.5,0.83,,1% Lowfat Chocolate Milk
Leite achocolatado desnatado 1% (Mountain Dairy),"{""Mountain Dairy""}",laticinios,openfoodfacts,0011110505989,leite achocolatado desnatado 1% (mountain dairy),83,4.58,14.58,1.04,0,0.1,14.17,0.62,,1% Lowfat Chocolate Milk (Mountain Dairy)
Leite achocolatado desnatado 1% (Spartan),{Spartan},laticinios,openfoodfacts,0011213523651,leite achocolatado desnatado 1% (spartan),62,3.33,10,1.04,0,0.083,9.17,0.62,,1% Lowfat Chocolate Milk (Spartan)
Leitelho cultivado desnatado 1%,{Spartan},laticinios,openfoodfacts,0011213382104,leitelho cultivado desnatado 1%,50,3.75,5.83,1.04,0,0.167,5.42,0.62,,1% Lowfat Cultured Buttermilk
Leite desnatado 1%,"{""King Soopers""}",laticinios,openfoodfacts,0011110502223,leite desnatado 1%,42,3.33,5,1.04,0,0.05,4.58,0.62,,1% Lowfat Milk
Leite desnatado 1% (Borden),{Borden},laticinios,openfoodfacts,0015700162514,leite desnatado 1% (borden),45.8,3.33,5.42,1.04,0,0.054,5,0.62,,1% Lowfat Milk (Borden)
Leite desnatado 1% (Food Lion),"{""Food Lion""}",laticinios,openfoodfacts,0035826089724,leite desnatado 1% (food lion),46,3.33,5.42,1.04,0,0.054,5,0.62,,1% Lowfat Milk (Food Lion)
Leite desnatado 1% (Food Town Stores Inc.),"{""Food Town Stores Inc.""}",laticinios,openfoodfacts,0035826089762,leite desnatado 1% (food town stores inc.),46,3.33,5.42,1.04,0,0.054,5,0.62,,1% Lowfat Milk (Food Town Stores Inc.)
Leite desnatado 1% (Kroger),{Kroger},laticinios,openfoodfacts,0011110502797,leite desnatado 1% (kroger),75,3.75,13.75,1.04,0.4,0.079,12.5,0.62,,1% Lowfat Milk (Kroger)
Leite desnatado 1% (Lucerne),"{""1% milk"",Lucerne}",laticinios,openfoodfacts,0021130070664,leite desnatado 1% (lucerne),45.8,3.75,5.42,1.04,0,0.058,5,0.62,,1% Lowfat Milk (Lucerne)
Leite desnatado 1% (Mountain Dairy),"{""Mountain Dairy""}",laticinios,openfoodfacts,0011110502872,leite desnatado 1% (mountain dairy),42,3.33,5,1.04,0,0.05,4.58,0.62,,1% Lowfat Milk (Mountain Dairy)
Leite desnatado 1% (Natrel),{Natrel},laticinios,openfoodfacts,0024321930341,leite desnatado 1% (natrel),42,3.33,5,1.04,0,0.054,5,0.62,,1% Lowfat Milk (Natrel)
Leite desnatado 1% (Spartan),{Spartan},laticinios,openfoodfacts,0011213025773,leite desnatado 1% (spartan),46,3.33,5.42,1.04,0,0.054,5,0.62,,1% Lowfat Milk (Spartan)
Leite desnatado com 1% de gordura,{Roundy's},outros,openfoodfacts,0011150511162,leite desnatado com 1% de gordura,47,3.39,5.51,1.06,0,0.058,5.08,0.64,,1% Milkfat Lowfat Milk
"Leite desnatado achocolatado, 1% de gordura",{Darigold},laticinios,openfoodfacts,0026400311300,"leite desnatado achocolatado, 1% de gordura",79.2,4.17,12.92,0.83,0.42,0.097,12.08,0.42,,"1% Milkfat, Low Fat Milk, Chocolate"
Leite desnatado 1% (Darigold),{Darigold},laticinios,openfoodfacts,0026400298717,leite desnatado 1% (darigold),46,3.75,5.42,1.04,0,0.054,5,0.62,,1% low fat milk (Darigold)
Leite desnatado 1% (Roundy's),{Roundy's},laticinios,openfoodfacts,0011150159524,leite desnatado 1% (roundy's),47,3.39,5.51,1.06,0,0.057,5.08,0.64,,1% low fat milk (Roundy's)
Leite desnatado 1% (Clear Value),"{""Clear Value"",""Topco Associates  Inc.""}",laticinios,openfoodfacts,0036800180260,leite desnatado 1% (clear value),55,3.39,5.51,2.12,0,0.055,5.08,1.27,,1% lowfat milk (Clear Value)
Leite desnatado achocolatado 1%,{Spartan},laticinios,openfoodfacts,0011213523583,leite desnatado achocolatado 1%,62,3.33,10,1.04,0,0.083,9.17,0.62,,"1% lowfat milk, chocolate"
Leite desnatado com 1% de gordura,{Darigold},laticinios,openfoodfacts,0026400416685,leite desnatado com 1% de gordura,54,4.58,6.67,1.04,0,0.062,6.25,0.62,,1% milkfat low fat milk
Óleo de canola 100% 1-2-3,{},bebidas,openfoodfacts,0012005000596,óleo de canola 100% 1-2-3,929,0,0,100,0,,,7.14,,1-2-3 100% Canola Oil
Bolo de formatura de mármore 1/2 com bordas vermelhas,"{Kroger,""The Kroger Co.""}",acucares,openfoodfacts,0011110193421,bolo de formatura de mármore 1/2 com bordas vermelhas,400,2.22,61.11,16.67,0.3,0.389,47.78,4.44,,1/2 Marble Grad Cake With Red Borders
"Leite desnatado 0,5%","{""Guernsey Dairy Stores  Inc.""}",laticinios,openfoodfacts,0019969001232,"leite desnatado 0,5%",42,3.75,5.42,0.42,0,0.056,5,0.42,,1/2% lowfat milk
1/3 menos gordura que cream cheese,{Philadelphia},outros,openfoodfacts,0021000007530,1/3 menos gordura que cream cheese,226,6.45,6.45,16.13,0,0.557,6.45,11.29,,1/3 Less Fat Than Cream Cheese
10 Aloo Puri,"{""Mirch Masala""}",outros,openfoodfacts,0011433118347,"10 aloo puri ""mirch masala""",244,4.44,53.3,2.22,6.67,0.133,2.22,,,
10 Salsichas de carne bovina,"{""Esskay  Inc.""}",outros,openfoodfacts,0027300122706,10 salsichas de carne bovina,696,19.8,9.87,64.2,0,0.002,4.93,24.7,,10 Beef Franks
Sidra de maçã 100%,"{Musselman's,""Knouse Foods  Inc/Musselman Dv""}",bebidas,openfoodfacts,0037323120672,sidra de maçã 100%,50,0,12.92,0,0,0.01,10.83,,,100% Apple Cider
Suco de maçã 100%,{Roundy's},bebidas,openfoodfacts,0011150017220,suco de maçã 100%,50,0,11.67,0,0,0.015,11.67,,,100% Apple Juice
Suco de maçã 100% (Musselman's),"{Musselman's,""Knouse Foods  Inc/Musselman Dv""}",bebidas,openfoodfacts,0037323120696,suco de maçã 100% (musselman's),50,0,12.92,0,0,0.01,10.83,,,100% Apple Juice (Musselman's)
Suco de maçã 100% (Signature Kitchens),"{""Signature Kitchens"",""Safeway  Inc.""}",bebidas,openfoodfacts,0021130310081,suco de maçã 100% (signature kitchens),45.8,0,11.67,0,0.2,0.015,11.67,,,100% Apple Juice (Signature Kitchens)
Suco de maçã 100% (Tree Top Inc.),"{""Tree Top Inc.""}",bebidas,openfoodfacts,0028700109427,suco de maçã 100% (tree top inc.),50,0,12.08,0,0,0.011,10.83,,,100% Apple Juice (Tree Top Inc.)
Hambúrgueres 100% carne bovina,"{""Big Y"",""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894328490,hambúrgueres 100% carne bovina,257,17.7,0,20.35,0,0.054,,7.96,,100% Beef Burgers
Óleo misto de canola e vegetal 100%,{Signature},bebidas,openfoodfacts,0021130512935,óleo misto de canola e vegetal 100%,800,0,0,93.33,0,,,6.67,,100% Blended Canola & Vegetable Oil
Óleo de canola 100%,"{Signature,""Safeway  Inc.""}",bebidas,openfoodfacts,0021130512867,óleo de canola 100%,800,0,0,93.33,0,,,6.67,,100% Canola Oil
Óleo de canola 100% (Family Gourmet),"{""Family Gourmet"",""Family Dollar Stores Inc.""}",bebidas,openfoodfacts,0032251175411,óleo de canola 100% (family gourmet),857,0,0,100,0,,,7.14,,100% Canola Oil (Family Gourmet)
Óleo de canola 100% (Signature),{Signature},bebidas,openfoodfacts,0021130513116,óleo de canola 100% (signature),800,0,0,93.33,0,,,6.67,,100% Canola Oil (Signature)
Suco de cranberry 100%,"{""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034095802,suco de cranberry 100%,29,0,7.5,0,0,0.015,2.92,,,100% Cranberry Juice
Mistura de suco de cranberry 100% de concentrado,"{""Food Lion"",""Food Town Stores Inc.""}",bebidas,openfoodfacts,0035826044259,mistura de suco de cranberry 100% de concentrado,45.8,0,11.67,0,0,0.013,11.67,,,100% Cranberry Juice Blend From Concentrate
Claras de ovo 100%,"{""Simple Truth Organic""}",outros,openfoodfacts,0011110806543,claras de ovo 100%,54,10.87,0,0,0,0.163,,,,100% Egg Whites
Óleo de girassol 100% prensado a frio,"{""Hain Pure Foods""}",outros,openfoodfacts,0023254116211,óleo de girassol 100% prensado a frio,857,0,0,100,0,,,10.71,,100% Expeller Pressed Sunflower Oil
Azeite de oliva extra virgem 100%,"{""Family Dollar Stores Inc.""}",bebidas,openfoodfacts,0032251018312,azeite de oliva extra virgem 100%,800,0,0,93.33,0,,,20,,100% Extra Virgin Olive Oil
Suco de laranja 100% da Flórida,"{""Redner's Warehouse Market""}",bebidas,openfoodfacts,0015984060100,suco de laranja 100% da flórida,46,0.83,10.83,0,0,,9.17,,,100% Florida Orange Juice
Suco de laranja 100% espremido na hora,"{""Orange Juice""}",bebidas,openfoodfacts,0030304600323,suco de laranja 100% espremido na hora,45.8,0.42,12.1,0,0,,10.4,,,100% Fresh Squeezed Orange Juice
Misturas de sucos 100% de frutas e vegetais,{Roundy's},bebidas,openfoodfacts,0011150016759,misturas de sucos 100% de frutas e vegetais,46,0,11.67,0,0,0.027,11.25,,,100% Fruit And Vegetable Juice Blends
Suco de uva 100%,"{""Family Dollar Stores Inc.""}",bebidas,openfoodfacts,0032251052064,suco de uva 100%,67,0,16.67,0,0,0.015,16.67,,,100% Grape Juice
Suco de uva 100% de concentrado com ingrediente adicionado,"{""Full Circle Market"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800079007,suco de uva 100% de concentrado com ingrediente adicionado,66.7,0,16.67,0,0,0.015,16.67,,,100% Grape Juice From Concentrate With Added Ingredient
"Suco de uva 100% feito com uvas Concord norte-americanas da Welch's, uva",{Welch's},outros,openfoodfacts,00218429,"suco de uva 100% feito com uvas concord norte-americanas da welch's, uva",58,0.42,15.83,0,0,0.006,15,,,"100% Grape Juice Made With Welch's Own North American Concord Grapes, Grape"
Queijo parmesão ralado 100%,{Spartan},laticinios,openfoodfacts,0011213508795,queijo parmesão ralado 100%,400,40,0,30,0,2.4,,20,,100% Grated Parmesan Cheese
Queijo parmesão ralado 100% (Kraft),{Kraft},laticinios,openfoodfacts,0021000615421,queijo parmesão ralado 100% (kraft),20,2,0,1.5,0,,,1,,100% Grated Parmesan Cheese (Kraft)
Queijo parmesão ralado 100% (Spartan),{Spartan},laticinios,openfoodfacts,0011213508801,queijo parmesão ralado 100% (spartan),400,40,0,30,0,2,,20,,100% Grated Parmesan Cheese (Spartan)
Suco de maçã estilo Honey Crisp 100% de concentrado,"{""Giant Eagle"",""Giant Eagle  Inc.""}",bebidas,openfoodfacts,0030034084714,suco de maçã estilo honey crisp 100% de concentrado,46,0,11.67,0,0,0.015,11.67,,,100% Honey Crisp Style Apple Juice From Concentrate
Suco 100%,{Roundy's},outros,openfoodfacts,0011150017336,suco 100%,38,0,8.75,0,0,0.015,7.08,,,100% Juice
Suco 100% (Big Win),"{""Big Win"",""Rite Aid Corporation""}",bebidas,openfoodfacts,0011822616720,suco 100% (big win),50,0,12.5,0,0,0.013,12.5,,,100% Juice (Big Win)
Suco 100% (Food Lion),"{""Food Lion"",""Food Town Stores Inc.""}",bebidas,openfoodfacts,0035826094117,suco 100% (food lion),50,0.83,12.08,0,0.42,0.002,8.75,,,100% Juice (Food Lion)
Suco 100% (Giant Eagle Inc.),"{""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034016463,suco 100% (giant eagle inc.),50,0,12.92,0,0,0.01,10.83,,,100% Juice (Giant Eagle Inc.)
Suco 100% (Ocean Spray Cranberries Inc.),"{""Ocean Spray Cranberries  Inc.""}",outros,openfoodfacts,0031200367273,suco 100% (ocean spray cranberries inc.),52,0,13.15,0,0,0.008,13.15,,,100% Juice (Ocean Spray Cranberries Inc.)
Suco 100% (Roundy's),{Roundy's},bebidas,openfoodfacts,0011150018128,suco 100% (roundy's),67,0.42,16.67,0,0,0.008,15.83,,,100% Juice (Roundy's)
Suco 100% (Spartan),{Spartan},bebidas,openfoodfacts,0011213045894,suco 100% (spartan),67,0,16.67,0,0,0.015,16.25,,,100% Juice (Spartan)
Suco 100% (Tree Top Inc.),"{""Tree Top Inc.""}",bebidas,openfoodfacts,0028700117712,suco 100% (tree top inc.),50,0,12.08,0,0,0.008,9.58,,,100% Juice (Tree Top Inc.)
Suco 100% (Western Family Foods Inc.),"{""Western Family Foods  Inc.""}",bebidas,openfoodfacts,0015400013352,suco 100% (western family foods inc.),50,0,12.5,0,0,0.004,12.5,,,100% Juice (Western Family Foods Inc.)
Suco de maçã 100%,{Mott's},bebidas,openfoodfacts,0014800000344,suco de maçã 100%,50.7,0,12.3,0,0,0.013,11.8,,,100% Juice Apple
Suco de cranberry 100%,"{""Ocean Spray""}",bebidas,openfoodfacts,0031200201140,suco de cranberry 100%,41.7,0,12.08,0,0,0.01,9.58,,,100% Juice Cranberry
Suco 100% de concentrado,{Kroger},bebidas,openfoodfacts,0011110821454,suco 100% de concentrado,67,0.42,15.83,0,0,0.015,15.83,,,100% Juice From Concentrate
Suco 100% de concentrado com ingrediente adicionado,"{""Signature Kitchens"",""Safeway  Inc.""}",bebidas,openfoodfacts,0021130310098,suco 100% de concentrado com ingrediente adicionado,45.8,0,11.67,0,0,0.013,11.67,,,100% Juice From Concentrate With Added Ingredient
Suco de ameixa 100%,"{""Signature Kitchens"",""Safeway  Inc.""}",bebidas,openfoodfacts,0021130317035,suco de ameixa 100%,76.1,0.42,17.8,0,1.27,0.013,9.72,,,100% Juice Prune Juice
"Suco 100%, cranberry","{""Ocean Spray"",""Ocean Spray Cranberries  Inc.""}",bebidas,openfoodfacts,0031200026156,"suco 100%, cranberry",46,0,11.67,0,0,0.006,11.67,,,"100% Juice, Cranberry"
"Suco 100%, cranberry e uva Concord","{""Ocean Spray"",""Ocean Spray Cranberries  Inc.""}",bebidas,openfoodfacts,0031200002242,"suco 100%, cranberry e uva concord",54,0,13.56,0,0,0.008,13.56,,,"100% Juice, Cranberry Concord Grape"
"Suco 100%, uva branca",{Spartan},outros,openfoodfacts,0011213045900,"suco 100%, uva branca",62,0,15.83,0,0,0.015,15.83,,,"100% Juice, White Grape"
"Suco 100%, toranja branca","{""Ocean Spray"",""Ocean Spray Cranberries  Inc.""}",bebidas,openfoodfacts,0031200330055,"suco 100%, toranja branca",36,0.8,8.37,0,0,0.008,6.77,,,"100% Juice, White Grapefruit"
Suco de kiwi e morango 100%,"{""Florida's Natural""}",bebidas,openfoodfacts,0016300160481,suco de kiwi e morango 100%,51,0,12.8,0,0,0.005,12.08,,,100% Kiwi Strawberry Juice
Leite 100% sem lactose,{Roundy's},outros,openfoodfacts,0011150990172,leite 100% sem lactose,38,3.33,5.42,0,0,0.053,5,,,100% Lactose Free Milk
Claras de ovo líquidas 100%,{Kroger},outros,openfoodfacts,0011110846037,claras de ovo líquidas 100%,54,10.87,0,0,0,0.174,,,,100% Liquid Egg Whites
Óleo de coco 100% natural,"{""Rexall Sundown  Inc.""}",bebidas,openfoodfacts,0030768131821,óleo de coco 100% natural,929,0,0,100,0,,,92.86,,100% Natural Coconut Oil
Queijo ricota 100% natural parcialmente desnatado,"{""Western Family"",""Western Family Foods  Inc.""}",outros,openfoodfacts,0015400009072,queijo ricota 100% natural parcialmente desnatado,129,11.29,3.23,8.06,0,0.123,4.84,4.84,,100% Natural Part Skim Ricotta Cheese
Queijo ricota 100% natural parcialmente desnatado (Western Family),"{""Western Family"",""Western Family Foods  Inc.""}",outros,openfoodfacts,0015400009096,queijo ricota 100% natural parcialmente desnatado (western family),129,11.29,3.23,8.06,0,0.123,4.84,4.84,,100% Natural Part Skim Ricotta Cheese (Western Family)
Passas 100% naturais,{Roundy's},bebidas,openfoodfacts,0011150188425,passas 100% naturais,325,2.5,77.5,0,5,0.025,72.5,,,100% Natural Raisins
Suco de laranja 100%,"{""Minute Maid""}",bebidas,openfoodfacts,0025000056031,suco de laranja 100%,48.9,0.67,11.3,0,0,0.007,10,,,100% Orange Juice
Suco de laranja 100% (Family Dollar Stores Inc.),"{""Family Dollar Stores Inc.""}",outros,openfoodfacts,0032251014680,suco de laranja 100% (family dollar stores inc.),50,0,12.08,0,0,0.015,12.08,,,100% Orange Juice (Family Dollar Stores Inc.)
Suco de laranja 100% (Food Lion),"{""Food Lion"",""Food Town Stores Inc.""}",bebidas,openfoodfacts,0035826094100,suco de laranja 100% (food lion),50,0.83,12.08,0,0,0.002,8.75,,,100% Orange Juice (Food Lion)
Suco de laranja 100% (Food Town Stores Inc.),"{""Food Town Stores Inc.""}",bebidas,openfoodfacts,0035826095077,suco de laranja 100% (food town stores inc.),183.3,0,45,0,0,0.033,43.33,,,100% Orange Juice (Food Town Stores Inc.)
Óleo de amendoim 100%,"{""Signature Kitchens"",""Safeway  Inc.""}",bebidas,openfoodfacts,0021130512928,óleo de amendoim 100%,800,0,0,93.33,0,,,16.67,,100% Peanut Oil
Óleo de amendoim 100% (Signature),"{Signature,""Safeway  Inc.""}",bebidas,openfoodfacts,0021130512942,óleo de amendoim 100% (signature),800,0,0,93.33,0,,,16.67,,100% Peanut Oil (Signature)
Suco de abacaxi 100%,{Roundy's},outros,openfoodfacts,0011150019309,suco de abacaxi 100%,46,0.42,12.08,0,0.8,0.015,11.25,,,100% Pineapple Juice
Suco de abacaxi e laranja 100% - Concentrado congelado,"{""Food Town Stores Inc.""}",outros,openfoodfacts,0035826020734,suco de abacaxi e laranja 100% - concentrado congelado,200,1.67,50,0,0,0.017,43.33,,,100% Pineapple Orange Juice - Frozen Concentrate
Suco de laranja premium 100% de concentrado,"{""Florida's Natural""}",bebidas,openfoodfacts,0016300165745,suco de laranja premium 100% de concentrado,45.8,0.83,11.2,0,0,0.004,9.58,,,100% Premium Orange Juice From Concentrate
Suco de toranja Ruby Red premium 100% não de concentrado,"{""Florida's Natural""}",bebidas,openfoodfacts,0016300165127,suco de toranja ruby red premium 100% não de concentrado,38,0.42,9.17,0,0,,8.33,,,100% Premium Ruby Red Grapefruit Juice Not From Concentrate
Suco de ameixa 100%,"{""Family Gourmet"",""Family Dollar Stores Inc.""}",bebidas,openfoodfacts,0032251014703,suco de ameixa 100%,75,0.42,17.5,0,0.8,0.012,9.58,,,100% Prune Juice
Óleo de canola 100% puro,"{""Canola Harvest""}",bebidas,openfoodfacts,0000111048403,óleo de canola 100% puro,857,0,0,100,0,,,7.14,,100% Pure Canola Oil
Óleo de canola 100% puro (Shurfine),"{Shurfine,""Topco Associates  Inc.""}",bebidas,openfoodfacts,0011161171270,óleo de canola 100% puro (shurfine),857,0,0,100,0,,,7.14,,100% Pure Canola Oil (Shurfine)
Óleo de canola 100% puro (Valu Time),"{""Valu Time""}",bebidas,openfoodfacts,0011225028830,óleo de canola 100% puro (valu time),857,0,0,100,0,,,7.14,,100% Pure Canola Oil (Valu Time)
Óleo de milho 100% puro,"{""Butcher Boy""}",bebidas,openfoodfacts,0021559260622,óleo de milho 100% puro,857,0,0,100,0,,,14.29,,100% Pure Corn Oil
